unknown_identity,closest_match,quality_score,best_similarity,second_similarity,margin,label,svm_decision,confidence_score,final_decision
Stefano_Gabbana,Pervez_Musharraf,35.787742614746094,0.21897319,0.19286297,0.026110217,0,0,0.015943530600761598,REJECT
Stefano_Gabbana,Pervez_Musharraf,19.389026641845703,0.21319962,0.19024275,0.022956863,0,0,0.004110986425094112,REJECT
Stefano_Gabbana,Pervez_Musharraf,32.406471252441406,0.21641544,0.19865842,0.017757013,0,0,0.009387938180696408,REJECT
Stefano_Gabbana,Pervez_Musharraf,15.262702941894531,0.23002467,0.17221606,0.057808608,0,0,0.003936983418140294,REJECT
Kevin_Nealon,Junichiro_Koizumi,14.295137405395508,0.18046367,0.14905089,0.03141278,0,0,0.0030347326213779426,REJECT
Kevin_Nealon,Luiz_Inacio_Lula_da_Silva,15.45114040374756,0.16224746,0.159325,0.0029224604,0,0,0.0031404385957121755,REJECT
Kevin_Nealon,Junichiro_Koizumi,13.64519500732422,0.19058605,0.16871256,0.021873489,0,0,0.0030254100847504294,REJECT
Kevin_Nealon,Junichiro_Koizumi,15.629776000976562,0.18670745,0.14820188,0.03850557,0,0,0.0029646578882709666,REJECT
Malak_Habbak,James_Blake,22.430564880371097,0.21894737,0.20318884,0.01575853,0,0,0.006171572990814098,REJECT
Malak_Habbak,Junichiro_Koizumi,14.853912353515623,0.19255716,0.17762932,0.014927834,0,0,0.002635170940509193,REJECT
Malak_Habbak,Spencer_Abraham,20.666183471679688,0.19151464,0.18300304,0.008511603,0,0,0.0054411535666927515,REJECT
Malak_Habbak,Winona_Ryder,31.08942985534668,0.19373885,0.19093177,0.0028070807,0,0,0.010883095423367826,REJECT
Billy_Graham,Nicole_Kidman,22.297683715820312,0.17424187,0.17280588,0.0014359951,0,0,0.00828366565639013,REJECT
Billy_Graham,Sergio_Vieira_De_Mello,37.65030670166016,0.17010584,0.15286824,0.017237604,0,0,0.03454030192033695,REJECT
Billy_Graham,Megawati_Sukarnoputri,15.725481033325195,0.17284676,0.1715147,0.0013320595,0,0,0.002900206941225865,REJECT
Billy_Graham,Walter_Mondale,21.52193069458008,0.25416192,0.1895459,0.064616024,0,0,0.007845440857626338,REJECT
Billy_Graham,Walter_Mondale,31.68582534790039,0.30251768,0.17940009,0.123117596,0,0,0.013521906589003575,REJECT
Billy_Graham,Walter_Mondale,31.244836807250977,0.1603625,0.15131265,0.009049848,0,0,0.014586278597721552,REJECT
Billy_Graham,Walter_Mondale,14.962133407592772,0.23347479,0.17155443,0.06192036,0,0,0.0043151453686592674,REJECT
Billy_Graham,Walter_Mondale,18.85599899291992,0.27991256,0.17751622,0.10239634,0,0,0.017126840175535462,REJECT
Betty_Garrison,Jennifer_Aniston,22.873878479003903,0.17583682,0.15156356,0.024273261,0,0,0.008026598497333818,REJECT
Betty_Garrison,Jennifer_Aniston,14.942481994628906,0.17409387,0.16537559,0.008718282,0,0,0.0028464919163199423,REJECT
Betty_Garrison,Michael_Jackson,23.788631439208984,0.1595982,0.13200791,0.02759029,0,0,0.010017140870987146,REJECT
Betty_Garrison,Jennifer_Aniston,29.93395233154297,0.17418304,0.15616153,0.018021509,0,0,0.010735212424945621,REJECT
Chip_Burrus,Sergio_Vieira_De_Mello,16.19352149963379,0.23571326,0.17977645,0.055936813,0,0,0.004054430905028541,REJECT
Chip_Burrus,Sergio_Vieira_De_Mello,18.25020980834961,0.2144725,0.1933997,0.021072805,0,0,0.003409725003898268,REJECT
Chip_Burrus,Junichiro_Koizumi,15.927873611450195,0.22875166,0.20444125,0.02431041,0,0,0.0028367484806706804,REJECT
Chip_Burrus,Tiger_Woods,14.279175758361816,0.19445848,0.17058256,0.023875922,0,0,0.0028160087884287477,REJECT
Bob_Petrino,George_Robertson,23.60027313232422,0.28390044,0.19236743,0.091533005,0,0,0.013578274463460348,REJECT
Bob_Petrino,George_Robertson,15.046666145324709,0.24249873,0.17589515,0.06660357,0,0,0.00502708438420575,REJECT
Bob_Petrino,George_Robertson,16.529056549072266,0.27527002,0.15993229,0.11533773,0,0,0.019219672497525805,REJECT
Bob_Petrino,George_Robertson,32.730918884277344,0.26836175,0.15405151,0.114310235,0,0,0.009213057884136525,REJECT
Chen_Kaige,Hans_Blix,15.097576141357422,0.21941975,0.17220166,0.047218084,0,0,0.0032976287850294862,REJECT
Chen_Kaige,Hans_Blix,16.879337310791016,0.22383064,0.21897076,0.0048598796,0,0,0.002677792313379108,REJECT
Chen_Kaige,Saddam_Hussein,15.329666137695312,0.20828043,0.17322767,0.03505276,0,0,0.0028628603705743477,REJECT
Chen_Kaige,Saddam_Hussein,17.292709350585938,0.23739484,0.20697045,0.030424386,0,0,0.0034315817434436616,REJECT
Mario_Lemieux,Jennifer_Garner,29.38728141784668,0.20683713,0.1760233,0.030813828,0,0,0.007284790750709048,REJECT
Mario_Lemieux,George_Robertson,24.56319808959961,0.21152818,0.19614959,0.015378594,0,0,0.007335253390727599,REJECT
Mario_Lemieux,Jennifer_Garner,14.66148853302002,0.20380303,0.18380305,0.01999998,0,0,0.002657978846387238,REJECT
Mario_Lemieux,Jennifer_Garner,20.009267807006836,0.21361688,0.18086305,0.032753825,0,0,0.004672154723467922,REJECT
Pharrell_Williams,Megawati_Sukarnoputri,15.80672836303711,0.20589888,0.18751833,0.018380553,0,0,0.002614424195876507,REJECT
Pharrell_Williams,Junichiro_Koizumi,27.2959041595459,0.21346635,0.19498608,0.018480271,0,0,0.007400005705859642,REJECT
Pharrell_Williams,Junichiro_Koizumi,18.730918884277344,0.21541074,0.16927654,0.046134204,0,0,0.004166701240257458,REJECT
Pharrell_Williams,Junichiro_Koizumi,26.83516311645508,0.21438453,0.16223742,0.052147105,0,0,0.006488371353777387,REJECT
Imad_Moustapha,Amelie_Mauresmo,20.45566177368164,0.17331778,0.13773765,0.03558013,0,0,0.005804280462425846,REJECT
Imad_Moustapha,Amelie_Mauresmo,35.88510513305664,0.16365573,0.15976128,0.0038944483,0,0,0.02731190111675656,REJECT
Imad_Moustapha,Angelina_Jolie,31.454566955566406,0.147125,0.13230391,0.014821097,0,0,0.016487821364538524,REJECT
Imad_Moustapha,Amelie_Mauresmo,35.14694595336914,0.1470387,0.14606465,0.0009740442,0,0,0.02897398184966826,REJECT
Imad_Moustapha,Angelina_Jolie,17.771154403686523,0.13716133,0.13628145,0.00087988377,0,0,0.005429005045163872,REJECT
Imad_Moustapha,Spencer_Abraham,15.649395942687988,0.13686782,0.1328707,0.0039971173,0,0,0.004194480207438123,REJECT
Imad_Moustapha,Luiz_Inacio_Lula_da_Silva,39.61336135864258,0.1318464,0.12674598,0.005100414,0,0,0.0760446365615041,REJECT
Imad_Moustapha,Jennifer_Aniston,21.452075958251953,0.13494602,0.13063364,0.004312381,0,0,0.011233290390433623,REJECT
Stephen_Thompson,Ann_Veneman,28.74939727783203,0.24889407,0.21889517,0.029998899,0,0,0.006395197700029693,REJECT
Stephen_Thompson,Spencer_Abraham,18.973989486694336,0.22974494,0.22348803,0.006256908,0,0,0.0036601287589089894,REJECT
Stephen_Thompson,Spencer_Abraham,15.753433227539062,0.22525348,0.1887197,0.036533773,0,0,0.0030660261209639584,REJECT
Stephen_Thompson,Spencer_Abraham,23.427322387695312,0.22386749,0.17626816,0.04759933,0,0,0.006658674294754025,REJECT
Paul_Murphy,Hans_Blix,21.016830444335938,0.1991744,0.1847632,0.014411211,0,0,0.005502570972443414,REJECT
Paul_Murphy,Walter_Mondale,15.837921142578123,0.22534175,0.20848507,0.016856685,0,0,0.0026533091928458087,REJECT
Paul_Murphy,Walter_Mondale,20.293365478515625,0.19788152,0.19224307,0.0056384504,0,0,0.004929372902812652,REJECT
Paul_Murphy,Walter_Mondale,17.342079162597656,0.21568169,0.20944753,0.006234154,0,0,0.0028375554759094905,REJECT
Michael_Piuze,Anna_Kournikova,14.390621185302734,0.15909034,0.15186131,0.00722903,0,0,0.0032769144059906193,REJECT
Michael_Piuze,Luiz_Inacio_Lula_da_Silva,16.241527557373047,0.20667574,0.16965531,0.03702043,0,0,0.0029659310550926754,REJECT
Michael_Piuze,Anna_Kournikova,14.891073226928713,0.19307119,0.18380024,0.009270951,0,0,0.0025816404281700464,REJECT
Michael_Piuze,Anna_Kournikova,21.776460647583008,0.20669372,0.19340038,0.013293341,0,0,0.005953043954193584,REJECT
S_Jayakumar,Tiger_Woods,24.51185607910156,0.22008464,0.20180756,0.018277079,0,0,0.0070106251960881365,REJECT
S_Jayakumar,Tiger_Woods,19.10917282104492,0.21319465,0.18770003,0.02549462,0,0,0.0039645532588714226,REJECT
S_Jayakumar,Tiger_Woods,19.91129493713379,0.17660813,0.1593514,0.017256737,0,0,0.005201912357786531,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,15.075396537780762,0.26655054,0.21218711,0.05436343,0,0,0.005838881242900777,REJECT
S_Jayakumar,Tiger_Woods,16.23981285095215,0.21559815,0.17303862,0.042559534,0,0,0.0031501203998877346,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,16.19855499267578,0.2669693,0.21925774,0.04771155,0,0,0.005272053686484298,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,20.859851837158203,0.27049074,0.20214562,0.068345115,0,0,0.009568725853179109,REJECT
S_Jayakumar,Sergio_Vieira_De_Mello,20.07269859313965,0.2573377,0.23805873,0.019278958,0,0,0.005104958864312869,REJECT
Phil_Bredesen,Hans_Blix,27.398162841796875,0.19591962,0.19134995,0.0045696646,0,0,0.009187969962733435,REJECT
Phil_Bredesen,Hans_Blix,19.798500061035156,0.2056075,0.17247808,0.033129424,0,0,0.00455698484390182,REJECT
Phil_Bredesen,Hans_Blix,23.0858097076416,0.17901655,0.17337736,0.0056391805,0,0,0.008590827201114067,REJECT
Phil_Bredesen,Hans_Blix,15.783212661743164,0.20163938,0.19477549,0.006863892,0,0,0.0025187293562851237,REJECT
Bob_Beauprez,Hans_Blix,33.47160339355469,0.23019633,0.21925016,0.0109461695,0,0,0.010828245528047361,REJECT
Bob_Beauprez,Hans_Blix,24.730165481567383,0.23064773,0.21856081,0.012086913,0,0,0.0069615294830159425,REJECT
Bob_Beauprez,Hans_Blix,25.13220977783203,0.18466535,0.17551959,0.0091457665,0,0,0.009326411002402928,REJECT
Bob_Beauprez,Hans_Blix,33.78923797607422,0.22140616,0.20768782,0.013718337,0,0,0.011538408166633578,REJECT
Bob_Beauprez,Hans_Blix,17.41845703125,0.23679402,0.16799346,0.06880057,0,0,0.005083772460458122,REJECT
Bob_Beauprez,Hans_Blix,25.264732360839844,0.20437285,0.204303,6.9856644e-05,0,0,0.008446991969053902,REJECT
Bob_Beauprez,Hans_Blix,27.53905487060547,0.21029675,0.20012322,0.010173529,0,0,0.007943960600515073,REJECT
Bob_Beauprez,Hans_Blix,17.476806640625,0.20194405,0.16200776,0.03993629,0,0,0.003364744031987349,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,20.540996551513672,0.23803136,0.22559604,0.012435317,0,0,0.004844435092301003,REJECT
Federico_Trillo,Spencer_Abraham,18.898387908935547,0.31161255,0.24703115,0.064581394,0,0,0.017892839587181866,REJECT
Federico_Trillo,Nicole_Kidman,15.257551193237305,0.29450715,0.21045536,0.08405179,0,0,0.016964244372856405,REJECT
Federico_Trillo,Spencer_Abraham,19.08684539794922,0.33404583,0.28444725,0.049598575,0,0,0.02309827386492663,REJECT
Federico_Trillo,Spencer_Abraham,16.549043655395508,0.28653055,0.22586627,0.06066428,0,0,0.00907181320941088,REJECT
Federico_Trillo,Nicole_Kidman,14.666658401489258,0.27909467,0.24664593,0.03244874,0,0,0.0052687703597006485,REJECT
Federico_Trillo,Tommy_Franks,15.63005828857422,0.20998973,0.20841117,0.0015785545,0,0,0.0024264015680283005,REJECT
Federico_Trillo,Spencer_Abraham,15.975634574890137,0.29264167,0.24293032,0.049711347,0,0,0.008440580216519337,REJECT
Federico_Trillo,Nicole_Kidman,15.119604110717772,0.27106655,0.206709,0.06435755,0,0,0.007348055522676835,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,15.483129501342772,0.21132219,0.20493533,0.006386861,0,0,0.0024542640921415672,REJECT
Federico_Trillo,Luiz_Inacio_Lula_da_Silva,16.547597885131836,0.25293687,0.23490095,0.018035918,0,0,0.003243525389336843,REJECT
Federico_Trillo,Nicole_Kidman,15.167332649230955,0.23538661,0.2079058,0.02748081,0,0,0.003000624454274151,REJECT
Fred_Durst,Carlos_Moya,15.266105651855469,0.18341976,0.15652098,0.026898786,0,0,0.0028278871914176142,REJECT
Fred_Durst,Carlos_Moya,28.41096305847168,0.19815907,0.16160205,0.03655702,0,0,0.007353111278992248,REJECT
Fred_Durst,Carlos_Moya,19.314538955688477,0.15613991,0.15311319,0.0030267239,0,0,0.0057580655378896665,REJECT
Fred_Durst,Carlos_Moya,34.81911087036133,0.17761326,0.14197029,0.035642967,0,0,0.015716885496554277,REJECT
Marina_Silva,Hans_Blix,34.11037063598633,0.19107182,0.15720074,0.033871084,0,0,0.012609205975604556,REJECT
Marina_Silva,Hans_Blix,28.37558364868164,0.17848252,0.13913263,0.039349884,0,0,0.008493862511369821,REJECT
Marina_Silva,Hans_Blix,16.17829132080078,0.18148553,0.15372273,0.0277628,0,0,0.0029510598467681042,REJECT
Marina_Silva,Hans_Blix,24.035076141357425,0.20250955,0.15171221,0.050797343,0,0,0.006996385490713942,REJECT
